p1,p2,p3,n_pois,business_ids
109,125,78,2,BGxJYY3c6cqtvFogxB_UnA|gDWWvGMYGv-3AwG03zarjw
22,57,4,2,O8YYh_b4hf82C4DAeBhmeQ|LEyWxCngS9m5hWc9coJD4g
0,101,115,2,zUJMvjK6aBeQtVCowZ85-w|H0r2ZtYuOyk2q_Utn-NGAw
92,17,26,2,99LYaIOdPbojQImLpoS2OA|HDpp_04M4tVVCrSMFkc5Rg
108,4,68,2,Y5BvKz38loHOEAmueZwOPA|w7sn5HKh0p22jKf8k-7vaQ
97,71,119,2,nlJlQrgirN35roawzL6GCA|X93R8JpZfYlI7Mx0QddqGg
119,0,34,2,aDAbuncheAZBrmkkSAdzcg|bqRlANafHbFJFMx3zOjMbQ
5,5,8,2,hSXKfkTn-c-bJuWrfJXnoQ|phQcwI2JJ3BjzFEWGUAaOQ
41,7,33,2,GKNknnI7pZgPwjOKNI9NPQ|JIfpqX6Jen3KM-QafefKRA
84,104,113,2,of-GVqY0G_UDHXT9Xg_ADQ|i89mbAOMy4HVJRllmIKyzQ
109,94,55,2,YS7dfxgtVeGGX6ZN11gW9g|g0UI4VuBBTvNow0-HW58sA
47,72,97,2,p_t1W5JAYxMboZ3kkfeCVw|18790ccUVHejWqCmkoSJjA
31,3,88,2,q7sBlq1J3gQ8D44teewkyQ|TyaIN7FT0cMHQ6rGhT5yzg
119,123,9,2,HaME_WsTgD84z-Q78tJ0Vg|cB-xAsTGv9vtmk_fa7E4XQ
126,19,44,2,DN2S0-MwYyjlvWjl6GNO4A|c4l3nCukNtMwOmxNtC3p2g
100,103,53,2,rdqz0fZPR3AWhVd4tszsNg|cXcMrHmKqMhV0MpvAgLHLQ
29,4,56,2,yULamqA-RJxz3Z9niVaJ0Q|UoxyIYP2Gf3ugrFiylyJrA
25,55,69,2,GdsjkFaPVyrMiMmGAHFM1Q|YfaPZOPQQFpKbqW_WVKamA
112,88,86,2,2owewxu5r6mLfKv6BBV3Aw|f4QAry-KSSkNT3fZ034NQw
7,104,34,2,o74FfCoe-BCh75PeMjr_aA|fixjFaCYK2yDz5F-L2ASeg
53,30,110,2,sf45SI-0BFeWaD-iNbLY6A|RoryYszLU_r64bjjK3ehlw
127,110,16,2,eyztK_lQCYtgZl8BvEB0YA|RDbA-QegR8eCmiq0WXxxDQ
102,20,32,2,HVz5AY2hpuSi4UKcw6hJYQ|t1QMEcxuqNbD_IQct2pkWg
121,72,124,2,8v9yCNVwi6WEq9B9nBHehg|CaYeo20SZoYDJu6eZLQjLA
9,63,104,2,vK5f_mO5sSSbLef_4XBdqw|8JwafFqgloTVXkk94LGqag
27,59,29,2,anI1Ztmm-hCpfqw6OjlnQg|O91cbGhQrtfUwedwjjX5zQ
10,21,17,2,icgaK82qy5NGr1uLVFejyQ|9yZwVEhw_BQXo9t2zz1rRQ
99,49,30,2,UjXH7iq8eYauQoGswkxGYw|4VaEkCFqCsk656jQxPpUpw
36,120,113,2,uY7um5bWKhiVwzL0wakJXA|bgHVKRpZ6xotlAuw9VSLZQ
77,73,59,2,eqJLsOzeZsZe3fslMWEg7A|dtTKubvWfqaYbXcHw8cV0Q
119,60,44,2,P_dUDz-yo-1WtjU_XCo4Ww|xv_e8FRaJOJXfa_Fe8zQwA
69,70,44,2,mOAzyqS3WLZsXAuLzrktWA|LUrHWJLYXObeFPLKsoN05g
6,71,4,2,GQXUb6yNoQWZwjS2LsBniw|K4B5ZZsjXSxjSTm3atsQBw
50,64,18,2,pEupd58_0a8oCP9xwQMVfg|mdvbrkVTFJrNpNxordEN5Q
22,125,35,2,tJxrkonV5iuVZUNJev0jWA|bQeplLMJK6dT1CcH0vdWnA
107,42,74,2,PubrRjWtKwiOV39TqteGKw|mQc4BBUzR9xyLbUTLoABSA
104,123,34,2,uK9m6kxk-mUN7qDpV68Caw|AVO0Y7BJuZye7Hoq_6VSwg
108,93,14,2,KjdtBmOd11rdvw318t_nsw|4z6BtXauqoJBKjM8J-MvtQ
44,76,70,2,mQ_4jXYsgT2lXkMsUhtxRA|JATnHDL8fLenqqhjJ5NTsA
18,32,4,2,7JPbpoD_oyG0AUbRwHR75g|9ujr7iilByV0mM8N0-DAJw
59,125,119,2,2nVKU0JJRndLPg46-Pdeug|z629liAiGofiHqCaD5lI5g
71,32,88,2,_PtwYQKWxKDWFU-PXenlpg|X3NS8516o015Z1zcOwrqmQ
78,7,4,2,QTq4XbjfoaTGSiUWi1tEzg|RFyd1QjTkFTB03T4M-O7Pg
84,114,37,2,2pDXWt8KnncH7FEHL25NvA|_LOJW0XkOpj4O348GVRDeQ
11,82,48,2,bVc8Ylv0Vr43MielXGd_MQ|U8132XZJ1CcobSBxpUTFRw
45,79,62,2,WaGSdQGsOCYDqRu8FN7Pcg|BqYv564gTb64rkArp018jQ
17,61,29,2,Ym__EWy67X0zq9n5oG0A5Q|DLQO-0BnlO3emlzZyEBbIQ
123,90,10,2,1myrx_HOj_E5V9eoY8fN2Q|1u7ag9oxHJCki3ThALuQFw
88,2,74,2,eSYlJHxacmA_FKSytzeJEQ|dOrOUxtylrJgMigULrIJlw
6,112,113,2,_ws0jviXOt0PXezpUVmHTA|PxwdZDfO9AMFxUYjedhV3Q
79,97,97,2,xaWesNdEfRbB7DRGKjTRNw|uMTrdkLO9GiFGV2QZBUbMw
44,118,114,2,L6LWk3DZeHLUdXhstb2EFg|JyMuR8osIbJKzE2kG9At5w
29,69,69,2,LhmOgj_4MiWdmjQwY1G_cw|PdcU-86mAF2H1p1dN7m1kQ
74,84,4,2,SVf23pjKERkedqCdWl6ECA|FKVowNkCx9akSc9Jmgrk1w
82,113,87,2,kXIgc8v-OobCNYNAIE5Vrg|CCDR9WtLkp3hM3Ea0iRBzQ
99,48,34,2,4_-IcMpkF_sBRHomWZHNzA|dWiOFHyITcdywYc3vwSKeg
77,113,10,2,At6iwGTy6bDxc7PUEOTvQw|W9X0556AXXHNb7f6RNMLVw
12,51,86,2,Ta4yDNJBZUFhFtYjAxKHig|eIhEI_vIxj88ldlkw0W_7w
40,103,124,2,qLiU0VRJZeoo8eOurA9avw|wLQWyEyz7DWKMsDjJQsHsQ
126,108,118,2,YyvJ4WnXniHw7uXNbpcAyg|nbtS3-Owb1KKO_cG1rl0jw
108,89,14,2,97RzzkvSQynCaUUMLunxEw|Z69WNgQCGyTRfUfhs6OiLw
119,24,11,2,XaPnmTz4tkE8sJPdb7vHng|9hSpwqmthYZO-va4hTpo1w
26,76,11,2,K07NqvkTBMmFznYUbtFJ9A|d0VtKD_ejoaqFloMyla7nQ
1,72,43,2,pOvZxLj85yEOMFNRpZBtvw|qMSgdXr35oPCy4GbuqN2Hg
49,48,75,2,1iUzYwhTMeNf6EkLpVNcVw|GEL_vUHipc20TvmIRh-33Q
53,86,126,2,CWuEJwwbQeshZfXJ0YhOzQ|OKDlLjGSCU4UWqDQB-baHw
64,54,10,2,komYEOvDbc2Goa0me0S-6A|5_k3Ai_WnByfr0RKmRqHhg
123,47,78,2,MU27pRfz8633dzwfCAuy6g|cdrMvOVFFBSwYHb3s06U9w
94,51,75,2,lVirNKheM7Ps8eVRt0IyOg|hRYoFfwwgz0K1dnUb3od8w
69,51,113,2,RdDS9iOb5JJhFom1Ny4xUQ|GrHQITcWhJFOMZ_B2h3oRg
61,54,18,2,UpH2jlWSUoaTVgLzywEa7Q|7ZgkT4R9SJdcUGHQuVfMDg
126,53,91,2,I1wuxl4JF-B2W2y_ZFNKsA|HBBRKJkRynpOAyZ8z2LTRg
1,71,43,2,CUeSlzcKOUKJwYeFtdaKeA|VXoFO5UrS4WFa8lfgMq-DA
73,40,91,2,s28vCG365GHnGkWDSSsZUA|4d8p7qsNfWOxUxmjNXR5YQ
98,24,89,2,OLkNlwJpQ2YSf9hWluNVEg|gqNjw-6KO_EFQfpdlOT4bA
64,24,118,2,XGp784GFQlidwcTi7fAN1w|22hBkL4Zv3KNTPnHCCf2jA
102,65,91,2,6OC8ErU_m06KABnfSXTJEA|M5np4CF42k5cyPAJiu34xQ
115,17,126,2,v_KOcQoYJRD21ZbbYCbJQg|5sDsAaNj6B4lqkGpqj0LUg
18,66,4,2,BKHdyz9CJ2pRtM7stX-U8A|_FQ-nrR--8Q1O1sYxefNug
67,9,4,2,JukxpdHMj-AHiyroZf3dMg|EC5J9Dy_33rxTV0V-zz6Jw
108,75,11,2,eX2q6Y3lYgZZqzhKN2s06Q|2YwUMLMj1Be6ogqwpTDqbg
106,122,26,2,Wvk8rytXfq7WKZdg-0i-Cw|g-mVix4pkiU1xjvOLYdXVw
117,57,88,2,JWwDJoQlGNKO8bqgLirqiQ|arUkrl9L_j7iez-pL2HI_g
22,7,62,2,elNr6gSmjopx96cylXVnVw|vLh2X2TWP16imkRQgqHnoA
126,47,126,2,WWUJTTEcN_J3AZcS8BbCiQ|f5UrgjKQtZdvXPEWkFrBpw
105,81,106,2,veVxVkKqrSIwpAi1OOSzoA|o55WByjLmG_zb4NMko418A
12,94,51,2,KJ8Wx5FGrQQMsEnqUlXiMA|QIa_vXgxCVaGZfCfFzjzog
33,121,74,2,6QiXS9ZsJKAyz96Xo-QZLA|KAwfsEOOS_mW6xfRFEuijg
104,60,34,2,RPLPto1ejkyE8vsGOV5phg|lPPFfaAxzyj8R3dr9kasbg
92,106,74,2,C7ZNfxgDQWinNzRfTkevxg|zBy3psy7c3zfR0FEUT3yiw
110,38,54,2,zfGDoYNklqZeaS2nYZpmOw|lh3zX7KElyS3Gc5Iqn7Cnw
29,72,92,2,LVNstdIUhjwXOQjIB00rjw|0x4BzJ4yiCOKH9R7TDWCFw
99,110,19,2,kzHH50fET6e5nVqk8IIl5Q|qQO7ErS_RAN4Vs1uX0L55Q
55,125,91,2,9f48RWEylLgrkCt0-49iHw|OrJUuNFH3-vzlC74nEaLbg
2,52,75,2,CcHbzM4bTBCHXe1YiAwAYA|dtOiL5peZcmq0XU3HOdHVw
34,17,11,2,REsDDDEn2XfsW56-MrzZgw|zEI1Po5Vi1nzC8aBTWuPVA
78,101,23,2,ZsA6o-uK1984HaEdP_qO-A|B7ITvKiGMf6X1tS7Z2N9vQ
97,72,97,2,R9kExKCPOnCD8vVY_7Edlg|DNjgxBAUdya4sIAvy15b8A
125,94,4,2,SYX4c0ze7DaL8FFlt3WoRA|IyNgo0WYIh-wGZ-FqPHAgw
78,83,23,2,VD_RhB2Qjrp5ktaIi0oZgw|aDQ-n4B5FAUwEiADAkHoJA
78,112,78,2,UveLPMibXg1KMnYo3MfGKA|eO5MbK-ujRQMwLWqbAMqrQ
109,88,78,2,RW3iQlF3KB-BNg4V4f4dkA|xM-HnG-yurTNI38ui0Akzw
76,45,86,2,f_SzhRI25oSaNNu2RpYgJA|3xqI9xG6MFQYkCPVED985Q
103,102,66,2,dnhBn5mY71DEELyvTrBYFQ|PzH8gVPgCwDNZYtxouD7Qg
79,86,74,2,252yQi-wbcR0-GpS4AwRPA|jBqrn2pgeO73zQi6R-xX6w
44,1,11,2,xgmjCPInj447lZStaxau0Q|ztpgAYui2YdOSGk7D610xw
29,37,92,2,rDuopLmZ2X0uvwZpkqHGcw|qDEcJ48kXdWxQGZefgG94w
84,40,4,2,TFnGJlA5l_HDdzGDkNTdTA|tEiifAKuon_x00alBMmFcg
104,112,51,2,OlKxBWQrutu0kcHq4-on6w|5YFVP_hmIXyVDU24sTKDxA
18,71,59,2,rjjK00bgGHNOJWMgUXT-ng|9rjYYWTMZj2LzDuBl9rKEQ
12,66,4,2,EV4VMJACWynm70RbryrAMA|n8ByXuU5_5jbOx5cC9VNZg
62,7,10,2,CFjQ7Rld0ddZFTi8Ryc5Kw|0wK7Jyq2hG0h25ZG1GVV9A
40,108,4,2,hoJJwnHKVD3gKy9WJRJxyg|P_3Buh4q9QzMzFOo9f2w1g
12,7,97,2,bQHG7iFr6zBoyl25aQI01w|-9CvbWc-vPYsoioAgZii4Q
59,77,75,2,uAJ_rq4ZQUgERalFBO_zlQ|KxQca9d-9Rrn5STR_y9soQ
59,113,110,2,kmJsigDPJ6D-bc0B_urdgA|zTHdN_JqcLSM982Sb669rA
117,73,126,2,vrpwZHVR0H93peg03Zlnfw|9ZmVhCA2m3yK2mXHDFUlfA
92,122,66,2,dRezIWRaIKmMNzhvidgMVQ|NLztjXVeYUncw2rrUhMBrw
97,48,104,2,kJmMX1VGooeM77skmQ_KGA|K3RURR9lIEE4JjOaPt99zg
73,115,104,2,8LonS_bxNmCDk3FWiG9lzA|BRl-KarobZBNuCvhz5RWKg
22,113,112,2,DdFfDwu5z7f24pp6e_q2XA|_RK29S6rmOUG8yahuHYpiQ
44,77,61,2,ZbsH2tXBjA-3v973ZsAZ_w|V35-Tw8yBCzqu6oERS7fSA
108,53,68,2,cdB1YaT5_UIo3YlLuFNzjA|Q9_wG2oDM1S7DTv1Oo1D3g
103,35,62,2,U0bLVXiFbYsWEURSSx3feg|7cXZryaCk1WAL9PTB-3vQw
55,125,119,2,uumuIX8VTKcgqN0EJI4geA|-UPGZt_y8IB2FZ1KNqdFaw
1,51,88,2,h1RQEy-kVBy2T9rMlp5VIw|h_NMnqT_HGZbJr2d8nDJEw
0,32,125,2,b1HPkR9No_faueK3dSE6_Q|20gJLt2-gr8MNQG84-K-4g
53,90,123,2,OMkgugFLCPiKoevXI1zOzA|E1j478bc_j-15ydvgX3YSg
50,59,48,2,oIae8TER6ooDwaFGUK36RQ|e_PZdm94yiKVFIZidSD0Kw
80,59,33,2,5c88f54aK_SqK6ZgMwGqqw|N2SCSKcIyMyk7xIFdUIY6Q
30,72,4,2,8DgydGfkCYt2aGpbVMmhNQ|4DzGVNRzTKG63vxtnjCvbQ
16,84,55,2,mKJ_WV7TvrjyDjmb_hUVsA|5t5MVTVWqPrQkyzsRLlsYQ
47,52,10,2,20cdMz_Bb0eTAf5dLtQneQ|9qR3g_ABCk5kZCYFx82AlQ
4,2,97,2,AyCgav6b_x0HmSj4T6311A|x6uWZx9z_KbvEP0rU37Cvw
56,102,10,2,BzLWDaIPM21GCpzYWv06KA|B6HUaOSZ9ZVZ68ImDF5EqQ
18,39,110,2,-v1Ia8G_G00SuygAm6koUg|65zqLOL1m658J8-9VLZx9w
77,78,43,2,aj3ESi3I6WNzGWp3j6OehQ|vKCIQCvbWV9_NXpQI0iejA
67,109,33,2,VVtDFxOn5NnjBryjo7RVEA|wRcWWyLuLWdGhR96KIF9vQ
29,4,11,2,e6Dmq9ofqwfuO-gdgmCJAA|-knrPnCev-4poSWMwks4GA
119,53,11,2,mUrjFNvYpR1dXXn9Q-qSEQ|Wc41sOvcWAz4mj7JgRMqVg
6,7,87,2,V2eacssT61mmkMaZ0B35lA|Sxq7qfoanpOcFugTwDGATw
1,7,43,2,xXFSEWRO0012YBbdoJ1kRw|P7f8_zKyP6uOBdj9vbQpzw
51,110,16,2,pJGDowDVvTkp5yhDbLArXA|QghS9M4W5EzZW_QaEDkRoQ
107,59,86,2,7NbzjyHrHrR9L21BzZ1xwQ|rEpuFGVZfOcKWFcFlouFLg
73,104,91,2,3AH2tDP2UKaLiqGWaza5yQ|rvbf15JuvNJyhO2Q5zIapQ
89,78,126,2,csykRUzx15yMpFbzD-BApA|9D0aKRGsutg8S0ClIanmrA
99,112,107,2,Mhqq0BaP2CinaPiZCYWVOw|vSRdQJkcExJqR5l3QPmy5w
101,8,8,2,yhqPaUf-oLBr5vhU0Eb4Gw|neYzNhQd5lqq02cx3QZsyA
83,24,55,2,SRWGNwpymTiaTCQPZfZ6Bg|y-KzFe_xZNVYCLDuUFrsRg
32,114,75,2,DytKODMqcvQ7MWA0NN2uNw|ckbvLKwjEb836t-EDKsVVg
77,76,25,2,iD25g7vUG3asELjXtMGF9w|yQla4Xe9la_cSakoqS35XA
88,49,28,2,0eJ6GTYQerMPEndBIQmXAQ|maPUhZqJsZovg8z-FFVIfA
32,71,4,2,gOfCxAiQmQYywXYJ3KeP-w|xYEeA5rK8nQxSbETixCQbQ
92,96,29,2,FhII2Px_V80BAKN92KRf2A|YWFcdkJn9qBhatRjBEeVhQ
53,6,87,2,_o9R-hWBBFZEuKTLdVUwGw|2jCHPyPvG0b00HjUKeDeTg
55,7,37,2,BWITd9JUXP3gSi1z3Y-z8g|UKBnsiMoWXyafTvbo5VimQ
79,53,4,2,EOJ6Dat7K2XstzslT4PHKg|fQXqQ-3pdDzOBGnZPr1qgg
90,121,17,2,5dj-rJ_0gNqdhYL_MbXuXg|9VV0Qsbwy8Qi5n7nEZZR3g
102,104,118,2,_FlhRk9KjdXyE0sLxUdEBQ|-mIlmp5l4hKlp1tvHRdvTg
99,84,11,2,I2xoIjcjxQHRg4-5msu8tg|kd0Sv_ZjnBhbMxs0U4KgQw
104,76,88,2,35xa9RdkvyXcxxRtWeAmQA|jmxJbfSxqDl6g03NNmvFGQ
87,85,106,2,rA_brHerfoeV-Owh_nwkVg|im5KFKRQB36c2Z--LKCdTQ
70,44,34,2,VjunW5fhe0xAEvr6G5fSEg|bq9lsFW8mO_UY0MiKzKWsA
1,29,32,2,unZwLRvJV_fMbbFvrOWU6w|eG-KHi6w8Dg8qcX_VMjUFQ
32,120,95,2,90f_K9oZ6iFpglZDmLppug|OscDIAJzcwdcYqg1aH6QlA
34,76,26,2,qYVfM4fkcJIW1GhW3pXDTw|sjvhHRkY-g7OHHBI8nb5wg
30,16,57,2,U6zh5WCZfV3iwtAdLQKfqA|yXq3RNi-roykb83GDLbxIQ
106,19,57,2,SB6_QevtmIRkJIAL2oVg_Q|zxtDh0mCBrYiT9UksuK4hQ
71,48,125,2,z5GlwQqwr4H8ruCjpnE_BA|h8bA4cN4_F_swep3yMeOfA
96,97,103,2,wUridsxK5ilsd8cJ2lIFQQ|sYICfcex5_jGEhWATtndyA
0,66,47,2,1NCUTTp6rIyXpwUDVv9qOA|AgJJCB50HW8mCO1qcNbhTA
47,43,59,2,4Vn3QrrIAWoH4fL5s6kqdA|kwkePhY7Iad0Yk5b9tyDlg
85,106,4,2,t7vVRlyF9_lxuL1auqVchg|mYjjkH79Tyj6HigH6rSPTw
88,47,72,2,10CVsckZKfUFO1LnXfMZ6A|y7IbpgftK97lerMOrgHFoA
66,35,48,2,KKmK8OJ8I7IPQpNKHt55Gg|aAj7q710tC5BSGAwaR0u0w
61,9,48,2,UqNv3cZfrlhxxGkRmME2VA|Rp3la97txGpzDa7MZ1QuXQ
63,59,88,2,oNj_00tAmiPnOpdgx6ZpXQ|YnXbY1qfn5VN1zsnQ6GBkQ
103,81,78,2,CKyeKODeDG9WNxzrkn7uMA|n7JtDpswG5A9wWaNJeRJJQ
75,59,70,2,lDiBEdaF6XIeYp3RTGNv0A|FRo9mb7CgbmTdZm7SIPxeg
93,73,113,2,jjLxK9V0ejHT-zXkzUAazA|31KYjhEDOC7oPLoKqAi-YA
9,89,76,2,r84vJL6dZPBrOPTcCeeR4g|M1G_l-RTquT-6Vs1OlUGmw
93,71,88,2,xFbdXq4NZ6I_ulCcNEy8Qw|nbxFr2d30dYRWXy1rc0agg
1,29,112,2,R62ILQKzC5DMAKHZr0iszA|LA0hvHmCoByIODxVp0LXZA
69,48,88,2,SWVD9I3TmlwgFZE8_lWS5A|3eGo-8XUPqOQk9NPxXz27g
47,119,25,2,i6DlLLxZ2iwQRxhUDx3TTg|ApxvdfySgZm6Ajqh4rvuZw
126,53,10,2,I2oOSZKiRJhPGHtGrhQUjA|7uRwKsQ5gDb5yd9jceS5xQ
16,33,67,2,lT-RDsvFR21X1_5UhFp5Dg|PSZauAAMc5lWDL0zC7-0rw
122,92,17,2,yirei2ThxWLv3xPUZNKvkA|A86GiokZwV2KgmFMnNC5ow
35,118,110,2,dTv7Qc5ys9pmk4xy92p5ZA|PwvhqTRx1MIouDT0IHVPwA
107,17,62,2,vLpLGCbAtuxFzu2ka138aA|q1xrzUFw_UyC_PMYozjI6Q
1,31,43,2,r2cjbHG_WGWUkaPCbLpo-A|lr9Sezm717XSSoiZs2xfxw
122,121,17,2,VfqENB5K_bb3fg5-frm2dw|J69ddm86O5a2OjNfBS13kg
86,64,26,2,DvXIDH-Ee2SZOQsNF2GW6g|NePa5gPxBQAKV0G_QbJLBg
95,100,37,2,8wQq1jGlJ4hj691c7WLdQQ|X6sTEsFWj1ZdiuGcUj9uYQ
92,68,13,2,jSs2iTKe3Mb-esVU3FmsDA|0lG_tbe_8j6t9YQ8VjdWwQ
36,33,104,2,g4cJA7iabhQywVCDytdUJw|caMiHTdikzeZqIb5j2B6Hw
117,113,88,2,nampgzRa90YQd9P2pdi6Qw|06yarCUo6OBNAIagXjAp_w
71,40,108,2,2T4ZRPmweknjxdBfvHU3vg|8KBDQlSdjJ-NoLbpPvkOrw
39,82,11,2,_M5y9Xx9ycT5vXzj4GhbtA|gXPn9yTBd9ooxhz1p1OigA
22,88,33,2,HHWTWs8sa7cE3ksH3_BCTw|MZssFQddj218X-68N5XwaA
113,79,0,2,Mgf-jjzsZh7-pjX-q-zTLQ|ay3h_QqFfMc8DZkHJa4FIA
55,33,32,2,Rply0vEJrwuAa1vOvJgTnw|4ST_P5R95R4bgavriXRI4w
124,114,37,2,pxmBh8YZ6HLGQfNHvJoHzA|jfSoS0zeteAuEJvGaTzN4g
15,29,43,2,hnGqJ78Y4Ph9gyQmtqnhVg|WVRat7R_Fr0gkmyOUmsxFQ
99,18,34,2,D6iFuPJ5MHbHQafduwUHgw|BoEcsaokOWStr04tQqr24A
79,108,57,2,-Z5y5s9AeOW6H4Mn9KItVA|qd6t6bkXt5CIEjJdWbYTsw
39,83,23,2,bSuADas9mTPxI2UUGR8PGg|xsjAIdx5PoIPkhI25SqTJQ
35,90,59,2,qJLeqyRxoMwp4P1PbYJ9Qg|xucuWBRkLRVwqGcOvq_vPA
118,121,74,2,_ZIbY80Z8OnvovI1KhOVFg|6kkRKgOTZP8h95atb4bBzQ
19,101,59,2,IbJqpgbMZGPcFDR0DNiaeQ|a62d7e_xXeljJcOUHkJjkg
33,35,43,2,fXmQ2UqbMH0chAn8qaQyYA|KJg0FBg_SxpyKDlxx7EuOQ
29,51,28,2,s7y1DzPheW7UrOlLHNHpyQ|zRjpagNQNZoovYfnmKxYmw
53,24,110,2,LrMjUAtCcrtCRaGvNfOuwA|eN2wOXhR2fRmXrtaATFNvQ
102,29,37,2,ez1xAIwSguvgj3F8B7uJsA|3DCbl5GrBX0CH71jbSC74Q
48,73,10,2,jukJ94bXlgu4KU4x8xANpg|6vNOkto7t2nKHQeZ1aYQFw
26,77,87,2,zeounyPVXFZEz1c9KtptLA|zm4TZxLGRbGkhfw_aaMwnQ
33,108,95,2,wDNMIOy1Y4HxqeD8cBjfrQ|K27XIz2MblWKvCVyAY1Okw
101,107,46,2,E0E901zeU9Kir_MqeYx-5w|2Q4B2hz-EL1Jfu-r8VbpUA
86,90,106,2,aBTdxqhKOsoWJWgdDP-MEw|X5O6zIZZV_7KZjcEF3pWkg
38,69,56,2,8NnFtyiclRkjGb1Lz7StrA|dcI3vn6JqD9tXV7us1O_tQ
84,40,51,2,Jk2UFmtR6CQO0EIy8RLtyw|Qu49EkA5yHKfpQiILWPCkw
54,89,59,2,hKrm6yD2J2Jx4-gFF8V12Q|aX_dV0NAnavyq9gcvo31vw
109,51,4,2,pIZ0TtB53hByrNtgPIBAtw|Ber7MHaH5jDUC6WEMpCEqw
83,63,39,2,Vf_1WBSUl6yeEH4n_eU1SA|qhVaV5Yut0dJBt9OPKEGDA
27,69,92,2,0BJy9The-xE_M912gkwDHQ|43ZZDlfzgi8Zye2OHFyq5A
71,40,115,2,nKK8tgjteduOIxALbfJNgg|gjALduh0HJg-xMHMm0Uz0Q
71,40,80,2,Gx8lLXUrtwJP2Kh95WZNBg|_Dfuv8hkeFZDzjg48BE6-g
80,97,51,2,dqtxVD047wFtHltVAgfZfw|6TZF6iIH1k0MLf486gBMHg
68,42,106,2,ky07gtAUTyGvcnoNmmbOfw|QcAIC43N6IbzH4YQFfbarg
0,40,91,2,0CPhgQAtXvxsmyFNJah16w|YDisPepPeWeELiVGycxOlw
77,66,4,2,_qvpjnhtIg7ClP_yiN6BpA|EEQJ6wnHD0x1OM41ldTTWg
63,23,80,2,ayYlT6OUklzjGQnQcjXW2A|88-rtKNDLSSXDVQyWNe-BQ
51,56,43,2,_tnLEdv1H_JYEcfWSpNFow|2CvbV_ChCveXzg076b4TMA
59,123,90,2,OHXoPMr8QjPuFtyFqZygBA|GO3SzcpR9ntiIVTtg3eKUg
118,122,23,2,ig3SPW9DM4CLlG5_1eeXSQ|NGy3mM7wgDHKjp5RPOHtFA
54,75,110,2,HE_8eMbGMLPdhy2harLH4Q|kGpHN4I3Z4jpcudKhsg71g
66,35,94,2,opdEShLX_griyTEzHmKsbw|C6lNQgxhZLIjJmCeza1KIQ
18,32,46,2,bJfcuUMgJUkHWpCUeAI4Iw|s366MibRVl4crXpVUX7x9A
21,14,124,2,0xmV6WSKyq0SFUa_uZKocw|cwA7VnaIGWkiUreR3M2NQg
26,56,5,2,PzvTiZtyVm74RYc5FFq0Nw|y1YYRnAHxWz88FZGSN5mYA
107,90,29,2,3USg4W1p6dwlD-1_Op0C2A|kSEEqMG_inCYG4GpAppi8g
120,92,67,2,Yzd6LxpD74BvTUoWuJ24pA|ZWypnFg10-MSYw54w_CPsA
103,109,59,2,q2mjOrKfUE4MI-rzGzj1Tw|E52a-tWfAVUigt1ArF711w
32,70,44,2,KN0eP1JyvREOyNfs4Ujavw|-I6kYJze5to1AISg9i30-w
79,90,97,2,N50m8S0vb6sx5JOXQjKNFA|-4Iyrz-VY4a8eHpe_aiBaw
69,101,18,2,mOk3D7VczrDapNuUgLxUQw|OH7EpZrKPnZwZDNKQ5S8iA
102,116,112,2,Ex3sDfs_cdSnDqOb_qM5RA|tGgCNNHVzCPxtKE7PkBjwg
39,73,43,2,LRTRvSJr-CovyEOETBp4wQ|5ysISW_Tc4YVg5VbM1-5Xg
32,60,89,2,1e1qCk-tKAkFn-or-o-h0A|A4CPH0tLHOrtoTVNQcJSRQ
11,66,4,2,8fqBArhTP8vlnsk2_8qAJg|uoM51hegRg_6VuW1iRDb5A
126,89,91,2,5yFIS8But4LUm_XT5Lk-Xg|iv2-IAR_ej7MnN2DZyU33Q
115,2,53,2,ebMBorEuWBwxLX8YulC4dA|WyVh94BghK3ojOc9gKYccg
75,35,70,2,-D6e48MuV3X_8WovFoOvUQ|YWggYi31fmReeOQB1z2iww
19,40,106,2,nPgRFNyRYW5xG4MkWzc_iQ|dh0kY6e4UTyomZ5bytb9ag
116,25,104,2,MqbuJwVI97c_wBIvmWa7Zg|rSINuOQHJo0wp6OdcT38DQ
79,80,97,2,eDMFTNR_o3Z2wK8WmAo77Q|4MCemZet-mmfunhSqEdyEQ
111,47,114,2,AHAPYD1ADG6MD8RB1LprWA|Gw3HYk6eS9KrycleuXv-AA
21,46,10,2,x2J-YIFeGZ-nsezzooVA9g|XBhKBf97Z4Cv3MwkLZ21tg
95,72,2,2,UaovDcnP0QzsmGf6vXvg9w|aneMSizALcN1XZo9lv1SYg
61,53,48,2,ukfckhf4qaHYKrEtEDf8XA|oB2KK0UMzMuYiOiDdWqDDA
24,17,53,2,19oBdzMFyxqUPZKO3tDPLA|l7qlP3NBZQEpV8Jt7E3Kjw
8,6,124,2,6wDcrDOFdfXGlhjxYY9SYQ|wNHC8UKqqRFc0Lf7Nq1ydQ
51,120,43,2,by2wRASwOKpCZU9KtZ3MHA|z7GXmSfRl92A_NWB7Zz4Og
53,2,126,2,1VmIWkAiKXKz1oWKeoNdKA|AfkVo1fsvqDvKZKsviC-tg
33,21,28,2,e_PHx0xhOZy3QOwbHh9YgA|xEnNPPOeoKCfyaOkUX0tFQ
88,102,27,2,v5mXvlpPlN1R0wVVlqI0dA|bXYAVPGYwK4797mwcDDKTQ
